State,Year,Period,labor force,employment,unemployment,unemployment rate
Virginia,2019,Sep,4414738,4306529,108209,2.5
Virginia,2019,Oct,4444585,4337670,106915,2.4
Washington,2016,Jan,3585375,3363345,222030,6.2
Washington,2016,Feb,3613583,3393255,220328,6.1
Washington,2016,Mar,3630177,3420097,210080,5.8
Washington,2016,Apr,3618915,3429173,189742,5.2
Washington,2016,May,3626629,3441802,184827,5.1
Washington,2016,Jun,3654512,3465650,188862,5.2
Washington,2016,Jul,3670774,3482665,188109,5.1
Washington,2016,Aug,3656566,3472849,183717,5
Washington,2016,Sep,3666474,3488567,177907,4.9
Washington,2016,Oct,3673241,3497814,175427,4.8
Washington,2016,Nov,3666094,3485081,181013,4.9
Washington,2016,Dec,3662029,3476233,185796,5.1
Washington,2017,Jan,3669236,3463581,205655,5.6
Washington,2017,Feb,3691187,3489975,201212,5.5
Washington,2017,Mar,3704384,3518505,185879,5
Washington,2017,Apr,3698101,3534092,164009,4.4
Washington,2017,May,3704936,3538700,166236,4.5
Washington,2017,Jun,3734480,3565786,168694,4.5
Washington,2017,Jul,3753117,3582411,170706,4.5
Washington,2017,Aug,3731629,3559492,172137,4.6
Washington,2017,Sep,3745015,3583881,161134,4.3
Washington,2017,Oct,3733683,3576792,156891,4.2
Washington,2017,Nov,3730125,3559747,170378,4.6
Washington,2017,Dec,3730916,3551022,179894,4.8
Washington,2018,Jan,3736630,3534645,201985,5.4
Washington,2018,Feb,3767711,3569455,198256,5.3
Washington,2018,Mar,3770820,3589027,181793,4.8
Washington,2018,Apr,3759638,3599280,160358,4.3
Washington,2018,May,3770988,3614221,156767,4.2
Washington,2018,Jun,3800402,3634533,165869,4.4
Washington,2018,Jul,3821752,3658505,163247,4.3
Washington,2018,Aug,3793102,3631998,161104,4.2
Washington,2018,Sep,3805427,3654033,151394,4
Washington,2018,Oct,3829284,3673161,156123,4.1
Washington,2018,Nov,3828288,3658424,169864,4.4
Washington,2018,Dec,3833104,3650309,182795,4.8
Washington,2019,Jan,3847064,3644229,202835,5.3
Washington,2019,Feb,3879775,3676546,203229,5.2
Washington,2019,Mar,3892959,3690947,202012,5.2
Washington,2019,Apr,3863466,3692383,171083,4.4
Washington,2019,May,3874335,3713762,160573,4.1
Washington,2019,Jun,3890598,3720698,169900,4.4
Washington,2019,Jul,3927982,3752053,175929,4.5
Washington,2019,Aug,3930463,3752472,177991,4.5
Washington,2019,Sep,3935912,3774484,161428,4.1
Washington,2019,Oct,3959290,3799608,159682,4
West Virginia,2016,Jan,775499,719087,56412,7.3
West Virginia,2016,Feb,782151,722174,59977,7.7
West Virginia,2016,Mar,777651,723443,54208,7
West Virginia,2016,Apr,783207,734230,48977,6.3
West Virginia,2016,May,786465,739911,46554,5.9
West Virginia,2016,Jun,795351,745063,50288,6.3
West Virginia,2016,Jul,790305,743401,46904,5.9
West Virginia,2016,Aug,785787,738747,47040,6
West Virginia,2016,Sep,785787,743332,42455,5.4
West Virginia,2016,Oct,785870,744590,41280,5.3
West Virginia,2016,Nov,777197,737937,39260,5.1
West Virginia,2016,Dec,769628,729966,39662,5.2
West Virginia,2017,Jan,770122,723040,47082,6.1
West Virginia,2017,Feb,774932,726566,48366,6.2
West Virginia,2017,Mar,772243,728771,43472,5.6
West Virginia,2017,Apr,779242,740419,38823,5
West Virginia,2017,May,778549,742568,35981,4.6
West Virginia,2017,Jun,790244,748942,41302,5.2
West Virginia,2017,Jul,786858,746716,40142,5.1
West Virginia,2017,Aug,782345,741172,41173,5.3
West Virginia,2017,Sep,786127,750314,35813,4.6
West Virginia,2017,Oct,783358,747407,35951,4.6
West Virginia,2017,Nov,778148,739769,38379,4.9
West Virginia,2017,Dec,772922,733258,39664,5.1
West Virginia,2018,Jan,771622,724718,46904,6.1
West Virginia,2018,Feb,781287,730278,51009,6.5
West Virginia,2018,Mar,776686,729544,47142,6.1
West Virginia,2018,Apr,783014,740724,42290,5.4
West Virginia,2018,May,785535,746523,39012,5
West Virginia,2018,Jun,795082,751886,43196,5.4
West Virginia,2018,Jul,791543,751018,40525,5.1
West Virginia,2018,Aug,781977,742806,39171,5
West Virginia,2018,Sep,785466,750181,35285,4.5
West Virginia,2018,Oct,788391,752607,35784,4.5
West Virginia,2018,Nov,781723,745973,35750,4.6
West Virginia,2018,Dec,777812,739895,37917,4.9
West Virginia,2019,Jan,782173,735448,46725,6
West Virginia,2019,Feb,789122,740770,48352,6.1
West Virginia,2019,Mar,783668,742302,41366,5.3
West Virginia,2019,Apr,787718,754389,33329,4.2
West Virginia,2019,May,794076,759920,34156,4.3
West Virginia,2019,Jun,807953,768662,39291,4.9
West Virginia,2019,Jul,805966,768974,36992,4.6
West Virginia,2019,Aug,802889,766324,36565,4.6
West Virginia,2019,Sep,806147,772517,33630,4.2
West Virginia,2019,Oct,810483,773965,36518,4.5
Wisconsin,2016,Jan,3090161,2944188,145973,4.7
Wisconsin,2016,Feb,3115903,2959596,156307,5
Wisconsin,2016,Mar,3115270,2965651,149619,4.8
Wisconsin,2016,Apr,3109592,2979527,130065,4.2
Wisconsin,2016,May,3110766,2995492,115274,3.7
Wisconsin,2016,Jun,3170548,3032168,138380,4.4
Wisconsin,2016,Jul,3169032,3040954,128078,4
Wisconsin,2016,Aug,3146646,3027250,119396,3.8
Wisconsin,2016,Sep,3122273,3016492,105781,3.4
Wisconsin,2016,Oct,3125504,3022221,103283,3.3
Wisconsin,2016,Nov,3121291,3018198,103093,3.3
Wisconsin,2016,Dec,3106747,3001037,105710,3.4
Wisconsin,2017,Jan,3104957,2974496,130461,4.2
Wisconsin,2017,Feb,3128758,2990684,138074,4.4
Wisconsin,2017,Mar,3125882,3003908,121974,3.9
Wisconsin,2017,Apr,3124176,3023569,100607,3.2
Wisconsin,2017,May,3126768,3033941,92827,3
Wisconsin,2017,Jun,3188610,3074277,114333,3.6
Wisconsin,2017,Jul,3188692,3081127,107565,3.4
Wisconsin,2017,Aug,3160790,3057930,102860,3.3
Wisconsin,2017,Sep,3146403,3062870,83533,2.7
Wisconsin,2017,Oct,3137292,3058953,78339,2.5
Wisconsin,2017,Nov,3133862,3051980,81882,2.6
Wisconsin,2017,Dec,3118734,3035703,83031,2.7
Wisconsin,2018,Jan,3109025,3004625,104400,3.4
Wisconsin,2018,Feb,3143901,3025754,118147,3.8
Wisconsin,2018,Mar,3135185,3023279,111906,3.6
Wisconsin,2018,Apr,3124037,3031321,92716,3
Wisconsin,2018,May,3129532,3044465,85067,2.7
Wisconsin,2018,Jun,3188170,3076512,111658,3.5
Wisconsin,2018,Jul,3178978,3078816,100162,3.2
Wisconsin,2018,Aug,3134631,3043293,91338,2.9
Wisconsin,2018,Sep,3112050,3038413,73637,2.4
Wisconsin,2018,Oct,3121149,3046415,74734,2.4
Wisconsin,2018,Nov,3116247,3038702,77545,2.5
Wisconsin,2018,Dec,3106624,3019941,86683,2.8
Wisconsin,2019,Jan,3104064,2995710,108354,3.5
Wisconsin,2019,Feb,3118580,3014575,104005,3.3
Wisconsin,2019,Mar,3121546,3018738,102808,3.3
Wisconsin,2019,Apr,3106510,3023665,82845,2.7
Wisconsin,2019,May,3086559,3002539,84020,2.7
Wisconsin,2019,Jun,3161408,3050577,110831,3.5
Wisconsin,2019,Jul,3169995,3061206,108789,3.4
Wisconsin,2019,Aug,3146641,3041351,105290,3.3
Wisconsin,2019,Sep,3108570,3017169,91401,2.9
Wisconsin,2019,Oct,3112283,3026370,85913,2.8
Wyoming,2016,Jan,300864,282894,17970,6
Wyoming,2016,Feb,300604,282957,17647,5.9
Wyoming,2016,Mar,302181,283984,18197,6
Wyoming,2016,Apr,301438,283402,18036,6
Wyoming,2016,May,301416,284229,17187,5.7
Wyoming,2016,Jun,306601,289514,17087,5.6
Wyoming,2016,Jul,305042,289577,15465,5.1
Wyoming,2016,Aug,302117,287811,14306,4.7
Wyoming,2016,Sep,298694,284969,13725,4.6
Wyoming,2016,Oct,297972,284367,13605,4.6
Wyoming,2016,Nov,296667,282374,14293,4.8
Wyoming,2016,Dec,295187,280096,15091,5.1
Wyoming,2017,Jan,292219,276506,15713,5.4
Wyoming,2017,Feb,291469,277262,14207,4.9
Wyoming,2017,Mar,292420,278688,13732,4.7
Wyoming,2017,Apr,290679,278664,12015,4.1
Wyoming,2017,May,291595,280113,11482,3.9
Wyoming,2017,Jun,297983,285787,12196,4.1
Wyoming,2017,Jul,297502,286172,11330,3.8
Wyoming,2017,Aug,295458,284672,10786,3.7
Wyoming,2017,Sep,293066,282330,10736,3.7
Wyoming,2017,Oct,292317,281329,10988,3.8
Wyoming,2017,Nov,291462,279511,11951,4.1
Wyoming,2017,Dec,288903,277228,11675,4
Wyoming,2018,Jan,287515,273620,13895,4.8
Wyoming,2018,Feb,287190,274219,12971,4.5
Wyoming,2018,Mar,288281,275517,12764,4.4
Wyoming,2018,Apr,287157,275538,11619,4
Wyoming,2018,May,288015,276880,11135,3.9
Wyoming,2018,Jun,294706,282637,12069,4.1
Wyoming,2018,Jul,294534,283267,11267,3.8
Wyoming,2018,Aug,292187,281500,10687,3.7
Wyoming,2018,Sep,289631,278938,10693,3.7
Wyoming,2018,Oct,289628,278797,10831,3.7
Wyoming,2018,Nov,289088,277501,11587,4
Wyoming,2018,Dec,286957,275430,11527,4
Wyoming,2019,Jan,287570,274679,12891,4.5
Wyoming,2019,Feb,287199,276222,10977,3.8
Wyoming,2019,Mar,287758,276831,10927,3.8
Wyoming,2019,Apr,285196,275698,9498,3.3
Wyoming,2019,May,285315,275782,9533,3.3
Wyoming,2019,Jun,292616,281459,11157,3.8
Wyoming,2019,Jul,293911,282720,11191,3.8
Wyoming,2019,Aug,292452,282314,10138,3.5
Wyoming,2019,Sep,292446,282731,9715,3.3
Wyoming,2019,Oct,293236,283656,9580,3.3
